"yvar","logNt1","segment","climate","I(climate^2)","pred","year","date","climvar"
-0.813551449696203,7.04403289727469,"C-I",1.77204080349398,3.14012860924759,-1.06121070401371,1996,"01/08/1996","zflow"
-0.863046217355343,4.15888308335967,"C-II",1.77204080349398,3.14012860924759,-0.366607397748397,1996,"01/08/1996","zflow"
-1.64452923224537,6.58617165485467,"C-III",1.77204080349398,3.14012860924759,-1.08660349068305,1996,"01/08/1996","zflow"
-0.8754687373539,5.57594910314632,"C-IV",1.77204080349398,3.14012860924759,-0.460642178681669,1996,"01/08/1996","zflow"
0.154150679827258,3.73766961828337,"C-V",1.77204080349398,3.14012860924759,-0.750033135088645,1996,"01/08/1996","zflow"
-0.393402235658889,5.32787616878958,"C-VI",1.77204080349398,3.14012860924759,0.195595052821207,1996,"01/08/1996","zflow"
-0.264833978368419,7.3132203870903,"D-I",1.77204080349398,3.14012860924759,0.102106632034202,1996,"01/08/1996","zflow"
-0.702655968528973,7.14519613499717,"D-II",1.77204080349398,3.14012860924759,-0.142711879289095,1996,"01/08/1996","zflow"
1.49757481928871,5.48063892334199,"D-III",1.77204080349398,3.14012860924759,1.22790467889087,1996,"01/08/1996","zflow"
0.599064979939826,6.2709884318583,"D-IV",1.77204080349398,3.14012860924759,0.262913556008378,1996,"01/08/1996","zflow"
1.20397280432594,2.484906649788,"D-V",1.77204080349398,3.14012860924759,0.370129147094727,1996,"01/08/1996","zflow"
-1.09978119587309,6.75227037614174,"U-I",1.77204080349398,3.14012860924759,-0.357822482888877,1996,"01/08/1996","zflow"
-0.672696570088654,6.87523208727658,"U-II",1.77204080349398,3.14012860924759,0.61765432496339,1996,"01/08/1996","zflow"
0.149641089321283,6.23048144757848,"C-I",1.87158407759172,3.50282695949485,-0.5673513716787,1997,"01/08/1997","zflow"
0.923670839171778,3.29583686600433,"C-II",1.87158407759172,3.50282695949485,0.155197498809685,1997,"01/08/1997","zflow"
0.599621122549122,4.9416424226093,"C-III",1.87158407759172,3.50282695949485,-0.123560361990064,1997,"01/08/1997","zflow"
0.741937344729377,4.70048036579242,"C-IV",1.87158407759172,3.50282695949485,0.0681766780756554,1997,"01/08/1997","zflow"
-0.4260843953109,3.89182029811063,"C-V",1.87158407759172,3.50282695949485,-0.802554426168967,1997,"01/08/1997","zflow"
0.247309617161393,4.93447393313069,"C-VI",1.87158407759172,3.50282695949485,0.452231191686328,1997,"01/08/1997","zflow"
0.0720579636706053,7.04838640872188,"D-I",1.87158407759172,3.50282695949485,0.286151006939494,1997,"01/08/1997","zflow"
0.53380790397955,6.4425401664682,"D-II",1.87158407759172,3.50282695949485,0.288534030707028,1997,"01/08/1997","zflow"
0.782679453220325,6.9782137426307,"D-III",1.87158407759172,3.50282695949485,0.416863904969667,1997,"01/08/1997","zflow"
0.258442533881911,6.87005341179813,"D-IV",1.87158407759172,3.50282695949485,-0.0408137056339946,1997,"01/08/1997","zflow"
-0.321583624127462,3.68887945411394,"D-V",1.87158407759172,3.50282695949485,-0.275139074429231,1997,"01/08/1997","zflow"
0.833671608675439,5.65248918026865,"U-I",1.87158407759172,3.50282695949485,0.297646896985408,1997,"01/08/1997","zflow"
0.858798849722515,6.20253551718792,"U-II",1.87158407759172,3.50282695949485,1.03198466321738,1997,"01/08/1997","zflow"
-0.25107232683922,6.38012253689976,"C-I",2.31129493777298,5.342084289375,-0.685022927867718,1998,"01/08/1998","zflow"
-0.581921545449721,4.21950770517611,"C-II",2.31129493777298,5.342084289375,-0.399504052832161,1998,"01/08/1998","zflow"
-0.077431740132816,5.54126354515843,"C-III",2.31129493777298,5.342084289375,-0.495298085420599,1998,"01/08/1998","zflow"
0.106658374373426,5.44241771052179,"C-IV",2.31129493777298,5.342084289375,-0.383915137615951,1998,"01/08/1998","zflow"
1.36257783450257,3.46573590279973,"C-V",2.31129493777298,5.342084289375,-0.595161854035426,1998,"01/08/1998","zflow"
1.21347804782336,5.18178355029209,"C-VI",2.31129493777298,5.342084289375,0.279414369716386,1998,"01/08/1998","zflow"
0.31793915765182,7.12044437239249,"D-I",2.31129493777298,5.342084289375,0.212284166340389,1998,"01/08/1998","zflow"
0.361239673090847,6.97634807044775,"D-II",2.31129493777298,5.342084289375,-0.0460444612886028,1998,"01/08/1998","zflow"
-0.105029178234967,7.76089319585102,"D-III",2.31129493777298,5.342084289375,-0.0582315788522365,1998,"01/08/1998","zflow"
0.127095328573629,7.12849594568004,"D-IV",2.31129493777298,5.342084289375,-0.219916356468634,1998,"01/08/1998","zflow"
0.503905180921417,3.36729582998647,"D-V",2.31129493777298,5.342084289375,-0.126749365640329,1998,"01/08/1998","zflow"
-0.24588494377332,6.48616078894409,"U-I",2.31129493777298,5.342084289375,-0.206239600968681,1998,"01/08/1998","zflow"
0.467534889731813,7.06133436691044,"U-II",2.31129493777298,5.342084289375,0.513910909485761,1998,"01/08/1998","zflow"
-0.508649344343395,6.12905021006055,"C-I",2.55277474286698,6.5166588878196,-0.690271716828279,1999,"01/08/1999","zflow"
-0.0266682470821613,3.63758615972639,"C-II",2.55277474286698,6.5166588878196,-0.217949902328384,1999,"01/08/1999","zflow"
-0.401236771998643,5.46383180502561,"C-III",2.55277474286698,6.5166588878196,-0.598587220806326,1999,"01/08/1999","zflow"
-0.240808387494015,5.54907608489522,"C-IV",2.55277474286698,6.5166588878196,-0.591144595606994,1999,"01/08/1999","zflow"
-1.36257783450257,4.8283137373023,"C-V",2.55277474286698,6.5166588878196,-1.51150420601456,1999,"01/08/1999","zflow"
-0.279369472632415,6.39526159811545,"C-VI",2.55277474286698,6.5166588878196,-0.552743777318401,1999,"01/08/1999","zflow"
0.168501001175322,7.43838353004431,"D-I",2.55277474286698,6.5166588878196,-0.114237915446136,1999,"01/08/1999","zflow"
-0.460291672041167,7.3375877435386,"D-II",2.55277474286698,6.5166588878196,-0.397014730071918,1999,"01/08/1999","zflow"
-0.00951029517005698,7.65586401761606,"D-III",2.55277474286698,6.5166588878196,-0.145938744358094,1999,"01/08/1999","zflow"
0.0442060925044957,7.25559127425367,"D-IV",2.55277474286698,6.5166588878196,-0.43868485672893,1999,"01/08/1999","zflow"
-0.826678573184468,3.87120101090789,"D-V",2.55277474286698,6.5166588878196,-0.558270939138369,1999,"01/08/1999","zflow"
0.911209618733966,6.24027584517077,"U-I",2.55277474286698,6.5166588878196,-0.214417272182335,1999,"01/08/1999","zflow"
0.232023939208773,7.52886925664225,"U-II",2.55277474286698,6.5166588878196,0.102924603781086,1999,"01/08/1999","zflow"
0.528067430200497,5.62040086571715,"C-I",2.54848692860911,6.49478562529149,-0.399673287054337,2000,"01/08/2000","zflow"
0.102654154060083,3.61091791264422,"C-II",2.54848692860911,6.49478562529149,-0.199485969691162,2000,"01/08/2000","zflow"
-0.218407946568376,5.06259503302697,"C-III",2.54848692860911,6.49478562529149,-0.36863570545973,2000,"01/08/2000","zflow"
-0.38828677157308,5.30826769740121,"C-IV",2.54848692860911,6.49478562529149,-0.451773598856881,2000,"01/08/2000","zflow"
-1.51982575374441,3.46573590279973,"C-V",2.54848692860911,6.49478562529149,-0.738763630872961,2000,"01/08/2000","zflow"
-0.191636328068502,6.11589212548303,"C-VI",2.54848692860911,6.49478562529149,-0.391600554286357,2000,"01/08/2000","zflow"
-0.657987308906318,7.60688453121963,"D-I",2.54848692860911,6.49478562529149,-0.205969767525169,2000,"01/08/2000","zflow"
-0.233506338349756,6.87729607149743,"D-II",2.54848692860911,6.49478562529149,-0.133719841680507,2000,"01/08/2000","zflow"
0.025007200744644,7.646353722446,"D-III",2.54848692860911,6.49478562529149,-0.137162475079517,2000,"01/08/2000","zflow"
-0.463538089481094,7.29979736675816,"D-IV",2.54848692860911,6.49478562529149,-0.460237748139184,2000,"01/08/2000","zflow"
-0.965080896043587,3.04452243772342,"D-V",2.54848692860911,6.49478562529149,-0.0881079481041835,2000,"01/08/2000","zflow"
